longitude,latitude,STOP_ID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
-87.70283,41.77156,10006,KEDZIE,MARQUETTE RD,NB,NS,52A,,CHICAGO,Kedzie & Marquette Rd
-87.67016,42.00776,12058,MORSE,ASHLAND,EB,NS,96,,CHICAGO,Morse & Ashland
-87.63119,41.91127,923,NORTH AVENUE,CLARK,SWB,TERM,"N9,72",N9,CHICAGO,North Ave & Clark Terminal
-87.64515,41.79075,5839,HALSTED,57TH STREET,SB,NS,8,,CHICAGO,Halsted & 57th Street
-87.53971,41.65359,7331,AVENUE O,133RD STREET,NB,NS,30,,CHICAGO,Avenue O & 133rd Street
-87.61543,41.76942,2238,KING DRIVE,69TH STREET,SB,NS,3,,CHICAGO,King Drive & 69th Street
-87.58411,41.79939,1651,S HYDE PARK,53RD STREET,SB,FS,"6,28",,CHICAGO,S Hyde Park & 53rd Street
-87.61648,41.81688,2159,KING DRIVE,43RD STREET,NB,FS,3,,CHICAGO,King Drive & 43rd Street
-87.62733,41.86766,2353,STATE,ROOSEVELT,NB,FS,"29,62",,CHICAGO,State & Roosevelt
-87.64451,41.77232,5877,HALSTED,MARQUETTE RD,NB,NS,8,,CHICAGO,Halsted & Marquette Rd
-87.63874,41.91809,6728,SEDGWICK,ARMITAGE/LINCOLN,NB,NS,37,,CHICAGO,Sedgwick & Armitage/Lincoln
-87.70161,41.85943,6653,OGDEN serv.dr.,SACRAMENTO,SWB,NS,"18,157",,CHICAGO,Ogden & Sacramento
-87.65437,41.94468,14434,CLARK,NEWPORT/SHEFFIELD,NB,FS,22,N22,CHICAGO,Clark & Newport/Sheffield
-87.76715,41.96038,11625,CENTRAL,MONTROSE,NB,NS,85,,CHICAGO,Central & Montrose
-87.70536,41.85831,15168,KEDZIE,OGDEN (n. service drive),NB,FS,52,,CHICAGO,Kedzie & Ogden
-87.73555,41.87701,135,JACKSON,KOSTNER,WB,FS,126,,CHICAGO,Jackson & Kostner
-87.75128,41.87665,11,JACKSON,5047 WEST,EB,MB,126,,CHICAGO,5047 W Jackson
-87.75221,41.88029,17169,MADISON,LECLAIRE,EB,FT,20,N20,CHICAGO,Madison & Leclaire
-87.73550,42.02619,3603,OAKTON,KILDARE,EB,NS,97,,SKOKIE,Oakton & Kildare
-87.64418,41.75964,5870,HALSTED,74TH STREET,NB,NS,8,,CHICAGO,Halsted & 74th Street
-87.67662,41.87714,15449,DAMEN,JACKSON,SB,FS,50,,CHICAGO,Damen & Jackson
-87.58633,41.76977,7184,STONY ISLAND,69TH STREET,SB,NS,28,,CHICAGO,Stony Island & 69th Street
-87.69559,41.85410,15304,CALIFORNIA,PINK LINE STATION,SB,MB,94,,CHICAGO,California Pink Line Station
-87.71609,41.80694,4504,ARCHER,LAWNDALE,SWB,NS,62,N62,CHICAGO,Archer & Lawndale
-87.65883,41.96733,5348,BROADWAY,LELAND,SB,NS,36,,CHICAGO,Broadway & Leland
-87.62587,41.75075,2446,LAFAYETTE,79TH STREET,SB,FS,29,,CHICAGO,Lafayette & 79th Street
-87.62427,41.87028,1589,MICHIGAN,9TH STREET,SB,FS,"1,3,4",N4,CHICAGO,Michigan & 9th Street
-87.78795,41.97577,9547,NAGLE,FOSTER,SB,NS,86,,CHICAGO,Nagle & Foster
-87.65683,41.86916,15292,RACINE,TAYLOR,SB,FS,60,N60,CHICAGO,Racine & Taylor
-87.69801,41.94291,2994,CALIFORNIA,ROSCOE,SB,NS,94,,CHICAGO,California & Roscoe
-87.68338,41.76484,8299,WESTERN,71ST STREET,SB,NS,"49,67,94",N49,CHICAGO,Western & 71st Street
-87.66973,41.97626,8618,ASHLAND,FOSTER,SB,NS,50,,CHICAGO,Ashland & Foster
-87.64581,41.81600,17060,HALSTED,43RD STREET,SB,FT,"8,44",,CHICAGO,Halsted & 43rd Street
-87.76837,41.98516,11685,CENTRAL,ELSTON,SB,NS,85A,,CHICAGO,Central & Elston
-87.65405,41.75924,5188,RACINE,74TH STREET,SB,FS,"44,75",,CHICAGO,Racine & 74th Street
-87.71380,41.98308,11119,KIMBALL,BRYN MAWR,SB,NS,82,,CHICAGO,Kimball & Bryn Mawr
-87.66941,41.97623,4801,FOSTER,ASHLAND,WB,NS,92,,CHICAGO,Foster & Ashland
-87.64047,41.80902,8075,47TH STREET,WALLACE,WB,NS,47,,CHICAGO,47th Street & Wallace
-87.63553,41.89666,606,CHICAGO,FRANKLIN,WB,NS,66,N66,CHICAGO,Chicago & Franklin (Brown line)
-87.61396,41.72199,2105,95TH STREET,KING DRIVE,WB,NS,"3,N5,95,100,115",N5,CHICAGO,95th Street & King Drive
-87.65833,41.92537,1227,FULLERTON,RACINE,WB,NS,74,,CHICAGO,Fullerton & Racine
-87.66459,41.77952,3246,63RD STREET,ASHLAND,WB,FS,63,N63,CHICAGO,63rd Street & Ashland (Green Line)
-87.72574,41.88676,15447,PULASKI,CARROLL,NB,MT,53,N53,CHICAGO,Pulaski & Carroll
-87.59589,41.77329,10074,67TH STREET,WOODLAWN,WB,NS,"N5,67",N5,CHICAGO,67th Street & Woodlawn
-87.64460,41.85273,6851,CERMAK,UNION,WB,NS,21,,CHICAGO,Cermak & Union
-87.70708,41.74983,2682,79TH STREET,HOMAN,WB,NS,79,,CHICAGO,79th Street & Homan
-87.79886,41.99230,9898,NORTHWEST HWY,RAVEN,NWB,NS,68,,CHICAGO,Northwest Hwy & Raven
-87.56532,41.73707,7382,SOUTH CHICAGO,87TH STREET,NWB,NS,30,,CHICAGO,South Chicago & 87th Street
-87.71067,41.93099,5465,MILWAUKEE,SPAULDING,SEB,NS,"56,76",,CHICAGO,Milwaukee & Spaulding
-87.55125,41.72477,7078,COMMERCIAL,94TH/ANTHONY,SB,FS,71,,CHICAGO,Commercial & 94th/Anthony
-87.80657,41.92946,11788,HARLEM,SCHUBERT (north leg),SB,NS,90,,ELMWOOD PARK,Harlem & Schubert
-87.75765,41.79637,4395,ARCHER,LONG,NEB,NS,"62,62H",,CHICAGO,Archer & Long
-87.66573,41.90278,5490,MILWAUKEE,HADDON,SEB,NS,56,,CHICAGO,Milwaukee & Haddon
-87.61998,41.71092,7534,MICHIGAN,101ST STREET,SB,NS,"34,103,106,119",N34,CHICAGO,Michigan & 101st Street
-87.72427,41.93188,11076,DIVERSEY,SPRINGFIELD,WB,NS,76,,CHICAGO,Diversey & Springfield
-87.68067,41.75016,2668,79TH STREET,OAKLEY,WB,FS,79,N79,CHICAGO,79th Street & Oakley
-87.74649,41.85133,6895,CERMAK,49TH AVENUE,WB,NS,"21,N60,302",N60,CICERO,Cermak & 49th Avenue
-87.71290,41.68415,10063,115TH STREET,LAWNDALE,WB,FT,52A,,CHICAGO,115th Street & Lawndale
-87.62214,41.88454,6360,RANDOLPH,STETSON,WB,NS,"6,20,60",,CHICAGO,Randolph & Stetson
-87.72550,41.96836,3809,LAWRENCE,SPRINGFIELD,WB,NS,81,N81,CHICAGO,Lawrence & Springfield
-87.67268,41.83046,7656,35TH STREET,WOLCOTT,WB,NS,35,,CHICAGO,35th Street & Wolcott
-87.78343,41.93839,9341,BELMONT,MOBILE,WB,NS,77,N77,CHICAGO,Belmont & Mobile
-87.63235,41.69250,2914,111TH STREET,RR CROSSING AT STEWART,WB,NS,111,,CHICAGO,111th Street & Stewart
-87.61003,41.82384,7737,PERSHING,LANGLEY,EB,NS,39,,CHICAGO,Pershing & Langley
-87.73745,41.84398,6303,26TH STREET,4537 WEST,EB,MB,60,N60,CHICAGO,4537 W 26th Street
-87.59478,41.78048,3449,63RD STREET,KIMBARK,EB,NS,63,N63,CHICAGO,63rd Street & Kimbark
-87.58824,41.73681,9427,87TH STREET,BLACKSTONE (west leg),EB,NS,87,,CHICAGO,87th Street & Blackstone
-87.69191,41.96123,11347,MONTROSE,CAMPBELL (west leg),EB,NS,78,,CHICAGO,Montrose & Campbell
-87.63009,41.75080,2771,79TH STREET,west of WENTWORTH,EB,MB,"8A,24,79",N79,CHICAGO,79th Street & Wentworth
-87.68670,41.89563,8388,WESTERN,CHICAGO,NB,NS,"49,X49",N49,CHICAGO,Western & Chicago
-87.69691,41.91049,15231,CALIFORNIA,NORTH AVENUE,NB,FS,94,,CHICAGO,California & North Ave
-87.72275,41.93835,5458,MILWAUKEE,DAVLIN,SEB,FS,56,,CHICAGO,Milwaukee & Davlin
-87.68807,42.04100,14240,RIDGE,DEMPSTER,NB,NS,"201,206",,EVANSTON,Ridge & Dempster
-87.53993,41.68231,7340,AVENUE O,11731 SOUTH,NB,MB,30,,CHICAGO,11731 S Avenue O
-87.62081,41.68712,7605,MICHIGAN,114TH STREET,NB,MT,"34,119",N34,CHICAGO,Michigan & 114th Street
-87.64427,41.76330,5872,HALSTED,72ND STREET,NB,NS,8,,CHICAGO,Halsted & 72nd Street
-87.74270,41.79659,10392,CICERO,53RD STREET,NB,NS,"47,54B,N62",N62,CHICAGO,Cicero & 53rd Street
-87.74807,42.00272,10429,CICERO,NORTH SHORE,NB,NS,54A,,LINCOLNWOOD,Cicero & North Shore
-87.74465,41.86618,16031,CICERO,ROOSEVELT,NB,FS,54,,CHICAGO,Cicero & Roosevelt
-87.58489,41.72780,7103,STONY ISLAND,92ND STREET,NB,NS,28,,CHICAGO,Stony Island & 92nd Street
-87.58504,41.73318,7106,STONY ISLAND,89TH STREET,NB,NS,28,,CHICAGO,Stony Island & 89th Street
-87.74778,41.97168,10415,CICERO,ARGYLE,NB,MT,54A,,CHICAGO,Cicero & Argyle
-87.78741,41.99650,9711,NAGLE,MILWAUKEE,NB,NS,86,,CHICAGO,Nagle & Milwaukee
-87.69531,41.84998,4187,CALIFORNIA,23RD STREET,NB,NS,94,,CHICAGO,California & 23rd Street
-87.80578,41.90346,15729,HARLEM,BERKSHIRE,SB,NT,90,,RIVER FOREST,Harlem & Berkshire
-87.67699,41.89234,8860,DAMEN,OHIO,SB,NS,50,,CHICAGO,Damen & Ohio
-87.74167,41.75409,2720,CICERO,76TH STREET,SB,FS,79,,BURBANK,Cicero & 76th Street
-87.63194,41.84413,6496,WENTWORTH,27TH STREET,SB,NS,24,,CHICAGO,Wentworth & 27th Street
-87.77471,41.93840,17468,BELMONT,MASON,EB,FS,77,N77,CHICAGO,Belmont & Mason
-87.69941,42.00843,12043,LUNT,CALIFORNIA,EB,FS,96,,CHICAGO,Lunt & California
-87.66708,41.89326,6245,ASHLAND,ERIE,NB,NS,9,N9,CHICAGO,Ashland & Erie
-87.75927,41.95318,17651,IRVING PARK,LOCKWOOD,EB,FS,80,,CHICAGO,Irving Park & Lockwood
-87.70321,41.78436,3103,KEDZIE,60TH STREET,NB,NS,"52,52A",,CHICAGO,Kedzie & 60th Street
-87.63083,41.80896,6472,WENTWORTH,47TH STREET,NB,NS,24,,CHICAGO,Wentworth & 47th Street
-87.61716,41.84228,2179,KING DRIVE,29TH STREET,NB,FS,3,,CHICAGO,King Drive & 29th Street
-87.70953,41.99792,1354,DEVON,KEDZIE,EB,TERM,82,,LINCOLNWOOD,Devon & Kedzie Terminal
-87.80694,41.97179,11822,HARLEM,ARGYLE (north leg),NB,NS,90,,CHICAGO,Harlem & Argyle
-87.63057,41.86865,15945,CLARK,11TH PLACE,SB,NS,24,,CHICAGO,Clark & 11th Place
-87.67716,41.99064,11460,PETERSON,WOLCOTT,EB,NT,84,,CHICAGO,Peterson & Wolcott
-87.69592,41.78642,13078,59TH STREET,FRANCISCO,WB,NS,59,,CHICAGO,59th Street & Francisco
-87.61696,41.83678,2170,KING DRIVE,32ND STREET,NB,FS,3,,CHICAGO,King Drive & 32nd Street
-87.65077,41.73606,9500,87TH STREET,ABERDEEN,WB,NS,"24,87",N87,CHICAGO,87th Street & Aberdeen
-87.79579,41.93809,9240,BELMONT,OAK PARK,EB,NS,77,N77,CHICAGO,Belmont & Oak Park
-87.65756,41.72121,15027,95TH STREET,LOOMIS,EB,FS,"N9,95",N9,CHICAGO,95th Street & Loomis
-87.63295,41.89651,574,CHICAGO,LASALLE,EB,NS,66,N66,CHICAGO,Chicago & LaSalle
-87.63193,41.78558,6533,YALE,60TH STREET,SB,NS,24,,CHICAGO,Yale & 60th Street
-87.63133,41.77820,6536,WELLS,64TH STREET,SB,FS,24,,CHICAGO,Wells & 64th Street
-87.64385,41.74730,16053,HALSTED,81ST STREET,NB,FS,8A,,CHICAGO,Halsted & 81st Street
-87.80672,41.98113,9819,HIGGINS,HARLEM,NWB,NS,88,,CHICAGO,Higgins & Harlem
-87.72819,41.97196,8983,PULASKI,ARGYLE,SB,NS,53,,CHICAGO,Pulaski & Argyle
-87.76644,41.93478,15229,CENTRAL,WELLINGTON,SB,FS,85,,CHICAGO,Central & Wellington
-87.71364,41.97537,11123,KIMBALL,FOSTER,SB,FS,"82,93",,CHICAGO,Kimball & Foster
-87.74643,41.92396,14974,CICERO,FULLERTON,SB,FS,54,,CHICAGO,Cicero & Fullerton
-87.64600,41.83066,5905,HALSTED,35TH STREET,NB,NS,8,,CHICAGO,Halsted & 35th Street
-87.63592,41.91838,1907,CLARK,ARMITAGE,NB,NT,"22,36",N22,CHICAGO,Clark & Armitage
-87.66881,41.98333,14786,CLARK,BRYN MAWR,SB,FS,22,N22,CHICAGO,Clark & Bryn Mawr
-87.63300,41.80919,8073,47TH STREET,WELLS,WB,FS,47,,CHICAGO,47th Street & Wells
-87.60102,41.79511,10575,55TH STREET,ELLIS,WB,NS,55,N55,CHICAGO,55th Street & Ellis
-87.59146,41.77333,10071,67TH STREET,DORCHESTER (west leg),WB,NS,"N5,67",N5,CHICAGO,67th Street & Dorchester
-87.73569,41.87377,240,HARRISON,KOSTNER,WB,FS,7,,CHICAGO,Harrison & Kostner
-87.73720,41.86606,370,ROOSEVELT,KILBOURN,WB,NS,12,,CHICAGO,Roosevelt & Kilbourn
-87.64551,41.81252,5088,HALSTED,45TH STREET,NB,FT,"8,44",,CHICAGO,Halsted & 45th Street
-87.63707,41.89639,6714,ORLEANS,CHICAGO,NB,NS,37,,CHICAGO,Orleans & Chicago
-87.62085,41.69980,7612,MICHIGAN,107TH STREET,NB,NS,"34,119",N34,CHICAGO,Michigan & 107th Street
-87.67180,41.87418,17075,HARRISON,WOOD,WB,FS,"7,126",,CHICAGO,Harrison & Wood
-87.69680,41.89557,544,CHICAGO,CALIFORNIA,EB,NS,66,N66,CHICAGO,Chicago & California
-87.66447,41.80125,15024,51ST STREET,ASHLAND,EB,FS,51,,CHICAGO,51st Street & Ashland
-87.66379,41.76870,14864,ASHLAND,69TH STREET,NB,FS,"9,X9",N9,CHICAGO,Ashland & 69th Street
-87.71137,41.79347,10622,55TH STREET,ST. LOUIS,WB,FS,55,,CHICAGO,55th Street & St. Louis
-87.78287,41.92195,836,GRAND,MOBILE,WB,NS,65,,CHICAGO,Grand & Mobile
-87.72460,41.85402,14888,PULASKI,PINK LINE STATION,WB,MB,157,,CHICAGO,Pulaski Pink Line Station
-87.63308,41.75429,6440,VINCENNES,77TH STREET,NB,NS,24,,CHICAGO,Vincennes & 77th Street
-87.67837,41.85207,6932,CERMAK,HOYNE,EB,NS,21,,CHICAGO,Cermak & Hoyne
-87.69050,41.94667,12525,ADDISON,LANE STADIUM DRIVEWAY,EB,FS,152,,CHICAGO,Addison & Campbell (Lane Tech HS)
-87.69230,41.86648,288,ROOSEVELT,TALMAN,EB,NS,12,,CHICAGO,Roosevelt & Talman
-87.64449,41.95042,1163,LAKE SHORE,WAVELAND,NB,NT,"135,146,151,152",,CHICAGO,Lake Shore & Waveland
-87.58912,41.80580,5038,LAKE PARK,49TH STREET,NB,MT,"2,6,28",,CHICAGO,Lake Park & 49th Street
-87.67672,41.88759,8915,DAMEN,CARROLL,NB,NS,50,,CHICAGO,Damen & Carroll
-87.70526,41.85815,6655,OGDEN,KEDZIE,SWB,NS,157,,CHICAGO,Ogden & Kedzie
-87.78532,41.97553,9807,HIGGINS,FOSTER,NWB,NS,88,,CHICAGO,Higgins & Foster
-87.63946,41.93538,1075,SHERIDAN,OAKDALE,SB,FS,"134,143,151,156",,CHICAGO,Sheridan & Oakdale
-87.62100,41.69967,15081,MICHIGAN,107TH STREET,SB,FS,"34,119",N34,CHICAGO,Michigan & 107th Street
-87.73575,41.94646,15016,MILWAUKEE,ADDISON,NWB,FS,56,,CHICAGO,Milwaukee & Addison
-87.65485,41.96524,1049,SHERIDAN,WILSON,SB,FS,151,,CHICAGO,Sheridan & Wilson
-87.61520,41.75815,2244,KING DRIVE,75TH STREET,SB,FS,3,,CHICAGO,King Drive & 75th Street
-87.68665,41.88442,8231,WESTERN,LAKE,SB,FS,49,N49,CHICAGO,Western & Lake
-87.60992,41.69289,2837,COTTAGE GROVE,111TH STREET,SB,NS,"4,115",,CHICAGO,Cottage Grove & 111th Street
-87.72835,41.97566,8981,PULASKI,FOSTER,SB,NS,53,,CHICAGO,Pulaski & Foster
-87.61741,41.83084,2202,KING DRIVE,35TH STREET,SB,FS,3,,CHICAGO,King Drive & 35th Street
-87.69390,41.80086,4161,CALIFORNIA,51ST STREET,NB,NS,94,,CHICAGO,California & 51st Street
-87.64628,41.89025,5503,MILWAUKEE,HUBBARD/UNION,SEB,NS,56,,CHICAGO,Milwaukee & Hubbard/Union
-87.70261,41.76102,15680,KEDZIE,73RD STREET,NB,FS,52A,,CHICAGO,Kedzie & 73rd Street
-87.66559,41.83759,6213,ASHLAND,ARCHER,NB,NS,9,N9,CHICAGO,Ashland & Archer
-87.77481,41.88186,9606,AUSTIN,WASHINGTON,SB,FS,91,,OAK PARK,Austin & Washington
-87.63317,41.90750,1413,LASALLE,SCHILLER,SB,FS,156,,CHICAGO,LaSalle & Schiller
-87.63025,41.85522,6300,CLARK,ARCHER,SB,NS,24,,CHICAGO,Clark & Archer
-87.64453,41.77420,5878,HALSTED,66TH STREET,NB,NS,8,,CHICAGO,Halsted & 66th Street
-87.67693,41.88980,8862,DAMEN,HUBBARD,SB,NS,50,,CHICAGO,Damen & Hubbard
-87.70236,41.74623,10024,KEDZIE,81ST STREET,SB,NS,52A,,CHICAGO,Kedzie & 81st Street
-87.63849,41.90665,6605,SEDGWICK,EVERGREEN (north leg),SB,NT,37,,CHICAGO,Sedgwick & Evergreen
-87.83549,41.94443,12462,ADDISON,CUMBERLAND,NB,TERM,152,,CHICAGO,Addison & Cumberland Terminal
-87.58712,41.79825,7133,LAKE PARK,54TH STREET,NB,FT,"15,28",,CHICAGO,Lake Park & 54th Street
-87.65476,41.78865,5171,RACINE,58TH STREET,SB,NS,44,,CHICAGO,Racine & 58th Street
-87.67291,41.73771,8804,DAMEN,86TH STREET (north leg),SB,NS,48,,CHICAGO,Damen & 86th Street
-87.72440,41.80027,4410,PULASKI/51ST,ORANGE LINE STATION,EB,TERM,62,,CHICAGO,Pulaski Orange Line Station
-87.74409,41.94609,12504,ADDISON,KILPATRICK (east leg),EB,NS,152,,CHICAGO,Addison & Kilpatrick
-87.71817,41.78595,12959,59TH STREET,HAMLIN,EB,NS,59,,CHICAGO,59th Street & Hamlin
-87.73280,42.02619,3604,OAKTON,KEELER,EB,NS,97,,SKOKIE,Oakton & Keeler
-87.70588,41.78612,12964,59TH STREET,SPAULDING,EB,NS,59,,CHICAGO,59th Street & Spaulding
-87.57824,41.73695,9432,87TH STREET,BENNETT,EB,NS,87,,CHICAGO,87th Street & Bennett
-87.66136,41.93245,11025,DIVERSEY,LAKEWOOD,EB,NS,76,,CHICAGO,Diversey & Lakewood
-87.57103,41.73704,9435,87TH STREET,PAXTON,EB,NS,87,,CHICAGO,87th Street & Paxton
-87.77877,41.85065,6978,CERMAK,LOMBARD,EB,NS,"21,322",,BERWYN,Cermak & Lombard
-87.75002,41.75996,10380,73RD STREET,LEAMINGTON,EB,NT,54B,,BEDFORD PARK,73rd Street & Leamington
-87.69964,41.99583,11878,CALIFORNIA,ROSEMONT,SB,NS,93,,CHICAGO,California & Rosemont
-87.64235,41.68884,3716,HALSTED,113TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 113th Street
-87.64253,41.69432,3713,HALSTED,110TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 110th Street
-87.62620,41.81100,2411,STATE,46TH STREET,SB,MT,29,,CHICAGO,State & 46th Street
-87.78802,41.97210,9549,NAGLE,ARGYLE,SB,NS,86,,CHICAGO,Nagle & Argyle
-87.68699,41.89588,8225,WESTERN,CHICAGO,SB,NS,"49,X49",N49,CHICAGO,Western & Chicago
-87.76213,41.79584,4524,ARCHER,CENTRAL,SWB,NS,"62,62H",,CHICAGO,Archer & Central
-87.65597,41.70716,6577,VINCENNES,103RD STREET,SB,NS,112,,CHICAGO,Vincennes & 103rd Street
-87.65506,41.97621,1042,SHERIDAN,FOSTER,SB,FS,151,,CHICAGO,Sheridan & Foster
-87.61797,41.89807,5000,LAKE SHORE,betw. CHESTNUT & PEARSON,SEB,MB,157,,CHICAGO,Lake Shore & Chestnut/Pearson
-87.74133,41.75416,2718,CICERO,76TH STREET,NB,NS,79,,CHICAGO,Cicero & 76th Street
-87.72545,41.87111,9041,PULASKI,POLK (north leg),SB,NS,53,,CHICAGO,Pulaski & Polk
-87.68098,41.82868,14133,35TH/ARCHER,ORANGE LINE STATION,SWB,TERM,39,,CHICAGO,35th/Archer Orange Line Station
-87.71733,41.68412,10066,115TH STREET,SPRINGFIELD,SB,TERM,"52A,53A",,CHICAGO,115th Street & Springfield Terminal
-87.60632,41.79313,2559,COTTAGE GROVE,56TH STREET,SB,MT,"2,4",N4,CHICAGO,Cottage Grove & 56th Street
-87.60780,41.70209,2832,COTTAGE GROVE,106TH STREET,SB,MT,"4,115",,CHICAGO,Cottage Grove & 106th Street
-87.84292,41.97841,8594,PAVILION,5441 BUILDING,EB,MB,81W,,CHICAGO,Pavilion 5441 Building
-87.69856,41.88099,16110,MADISON,FRANCISCO,EB,FS,20,N20,CHICAGO,Madison & Francisco
-87.75275,41.90943,867,NORTH AVENUE,LECLAIRE (east leg),EB,NT,72,,CHICAGO,North Ave & Leclaire
-87.57133,41.75161,2801,79TH STREET,PAXTON,EB,NS,79,N79,CHICAGO,79th Street & Paxton
-87.70703,41.99729,1722,DEVON,ALBANY,EB,NS,155,,CHICAGO,Devon & Albany
-87.65375,41.75404,5051,RACINE,77TH STREET,NB,NS,44,,CHICAGO,Racine & 77th Street
-87.81368,41.99699,9851,DEVON,OLCOTT,EB,NS,88,,CHICAGO,Devon & Olcott
-87.71609,41.97560,4770,FOSTER,ST. LOUIS,EB,NS,92,,CHICAGO,Foster & St. Louis
-87.69289,41.93206,11012,DIVERSEY,ROCKWELL,EB,NS,76,,CHICAGO,Diversey & Rockwell
-87.67215,41.97606,4789,FOSTER,PAULINA,EB,NS,"50,92",,CHICAGO,Foster & Paulina
-87.64131,41.91817,4081,ARMITAGE,CLEVELAND,EB,NS,73,,CHICAGO,Armitage & Cleveland
-87.67959,41.89578,551,CHICAGO,HOYNE,EB,NS,66,N66,CHICAGO,Chicago & Hoyne
-87.69287,41.84465,6321,26TH STREET,WASHTENAW (west leg),EB,NT,60,N60,CHICAGO,26th Street & Washtenaw
-87.83341,41.93758,9225,BELMONT,PLAINFIELD,EB,FT,77,,RIVER GROVE,Belmont & Plainfield
-87.58039,41.72595,11937,93RD STREET,CREGIER,EB,NS,"N5,95",N5,CHICAGO,93rd Street & Cregier
-87.62022,41.67069,7595,MICHIGAN,123RD STREET,NB,NS,34,N34,CHICAGO,Michigan & 123rd Street
-87.68985,41.99945,1679,WESTERN,ARTHUR,NB,NS,49B,,CHICAGO,Western & Arthur
-87.72432,41.91713,4041,ARMITAGE,SPRINGFIELD,EB,NS,73,,CHICAGO,Armitage & Springfield
-87.70795,42.02636,3614,OAKTON,2424 WEST,EB,MB,97,,EVANSTON,2424 W Oakton
-87.67113,41.96877,3764,LAWRENCE,PAULINA,EB,NS,81,N81,CHICAGO,Lawrence & Paulina
-87.55150,41.74460,7016,83RD STREET,COMMERCIAL RR CROSSING,EB,NS,"N5,26,71",N5,CHICAGO,83rd Street & Commercial
-87.72859,41.89523,529,CHICAGO,KARLOV,EB,NT,66,,CHICAGO,Chicago & Karlov
-87.62720,41.86396,2351,STATE,14TH STREET,NB,NS,"29,62",,CHICAGO,State & 14th Street
-87.66619,41.72104,3494,95TH STREET,VANDERPOEL (west leg),EB,FS,95,,CHICAGO,95th Street & Vanderpoel
-87.61182,41.83132,7629,35TH STREET,west of COTTAGE GROVE,WB,MB,"35,4",N4,CHICAGO,35th Street & Cottage Grove
-87.71859,41.90281,15042,DIVISION,GRAND/MONTICELLO,WB,FS,70,,CHICAGO,Division & Grand/Monticello
-87.65516,41.80861,5083,RACINE,47TH STREET,NB,NS,44,,CHICAGO,Racine & 47th Street
-87.61553,41.78043,2138,KING DRIVE,63RD STREET,NB,FS,3,,CHICAGO,King Drive & 63rd Street (Green Line)
-87.62625,41.82032,15467,STATE,41ST STREET,NB,FS,29,,CHICAGO,State & 41st Street
-87.61338,41.70725,15158,103RD STREET,KING DRIVE,EB,FS,106,,CHICAGO,103rd Street & King Drive
-87.71792,41.97558,15774,FOSTER,CENTRAL PARK,EB,FS,92,,CHICAGO,Foster & Central Park
-87.67867,41.94679,12531,ADDISON,DAMEN,EB,NS,152,,CHICAGO,Addison & Damen
-87.62707,41.85814,14761,STATE,18TH STREET,NB,FS,"29,62",,CHICAGO,State & 18th Street
-87.65596,41.70666,6413,VINCENNES,103RD STREET,NB,NS,112,,CHICAGO,Vincennes & 103rd Street
-87.70849,41.97198,11894,KEDZIE,ARGYLE,NB,NS,"82,93",,CHICAGO,Kedzie & Argyle
-87.66586,41.85256,14499,ASHLAND,CERMAK,NB,FS,"9,X9",N9,CHICAGO,Ashland & Cermak
-87.74571,41.89487,10301,CICERO,CHICAGO,NB,NS,54,,CHICAGO,Cicero & Chicago
-87.73266,41.79304,10498,55TH STREET,KOSTNER,EB,FS,55,,CHICAGO,55th Street & Kostner
-87.60097,41.79492,15193,55TH STREET,ELLIS,EB,FS,55,N55,CHICAGO,55th Street & Ellis
-87.67133,41.87405,48,HARRISON,WOOD,EB,FS,126,,CHICAGO,Harrison & Wood
-87.65489,41.97662,1184,SHERIDAN,FOSTER,NB,FS,"136,147,151",,CHICAGO,Sheridan & Foster
-87.61513,41.76583,2129,KING DRIVE,71ST STREET,NB,FS,3,,CHICAGO,King Drive & 71st Street
-87.63259,41.89686,4983,LASALLE,CHICAGO,NB,FS,156,,CHICAGO,LaSalle & Chicago
-87.76479,41.87268,153,HARRISON,CENTRAL,NB,TERM,7,,CHICAGO,Harrison & Central Terminal
-87.62784,41.89240,15109,OHIO,STATE,EB,FS,125,,CHICAGO,Ohio & State
-87.63777,41.78707,12991,59TH STREET,NORMAL,EB,NS,59,,CHICAGO,59th Street & Normal
-87.63226,41.88183,4973,LASALLE,MADISON,NB,NS,"134,135,136,156",,CHICAGO,LaSalle & Madison
-87.70367,41.80071,3112,KEDZIE,51ST STREET,NB,NS,"52,52A",,CHICAGO,Kedzie & 51st Street
-87.63753,41.90356,15437,ORLEANS,DIVISION,SB,FS,37,,CHICAGO,Orleans & Division
-87.63945,41.87919,5009,CANAL,ADAMS,NB,NS,"60,125,157,192",N60,CHICAGO,Canal & Adams
-87.63025,41.78983,6459,WENTWORTH,57TH PLACE,NB,NS,"24,59",,CHICAGO,Wentworth & 57th Place
-87.62578,41.87576,1111,IDA B WELLS DRIVE,WABASH,WB,NS,147,,CHICAGO,Ida B Wells Drive & Wabash
-87.69356,41.92072,5552,MILWAUKEE,TALMAN/ATTRILL,NWB,NS,56,,CHICAGO,Milwaukee & Talman
-87.63177,41.78900,6531,WELLS,58TH STREET,SB,NS,"24,59",,CHICAGO,Wells & 58th Street
