longitude,latitude,STOP_ID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
-87.71340,41.97396,11286,KIMBALL,CARMEN (north leg),NB,NS,82,,CHICAGO,Kimball & Carmen
-87.62874,41.88313,14227,WASHINGTON,STATE,EB,NS,N22,"N22,N62",CHICAGO,Washington & State
-87.61719,41.81657,8054,43RD STREET,KING DRIVE,EB,NS,43,,CHICAGO,43rd Street & King Drive
-87.60630,41.80946,17034,47TH STREET,COTTAGE GROVE,EB,FS,47,,CHICAGO,47th Street & Cottage Grove
-87.70669,41.89547,538,CHICAGO,KEDZIE,EB,NS,66,N66,CHICAGO,Chicago & Kedzie
-87.66847,41.92136,6262,ASHLAND,WEBSTER,NB,NS,9,,CHICAGO,Ashland & Webster
-87.63257,41.89484,4982,LASALLE,HURON,NB,FS,156,,CHICAGO,LaSalle & Huron
-87.63851,41.91096,6724,SEDGWICK,NORTH AVENUE,NB,NS,37,,CHICAGO,Sedgwick & North Avenue
-87.58635,41.78047,5320,STONY ISLAND,63RD STREET,NB,NS,"6,15,28",,CHICAGO,Stony Island & 63rd Street
-87.67283,41.74280,8707,DAMEN,83RD STREET,NB,NS,48,,CHICAGO,Damen & 83rd Street
-87.66840,41.92884,6009,ASHLAND,WRIGHTWOOD,SB,NS,9,,CHICAGO,Ashland & Wrightwood
-87.61562,41.77638,2233,KING DRIVE,65TH STREET,SB,FT,3,,CHICAGO,King Drive & 65th Street
-87.81601,42.00273,9908,NORTHWEST HWY,OLIPHANT,NWB,NS,68,,CHICAGO,Northwest Hwy & Oliphant
-87.69944,41.81691,4422,ARCHER,SACRAMENTO,NEB,NS,62,N62,CHICAGO,Archer & Sacramento
-87.63379,41.87819,4636,WELLS,JACKSON,SB,NS,37,,CHICAGO,Wells & Jackson
-87.55970,41.70284,7094,TORRENCE,106TH STREET,SB,NS,71,,CHICAGO,Torrence & 106th Street
-87.63567,41.74398,17663,83RD STREET,VINCENNES,EB,FS,24,,CHICAGO,83rd Street & Vincennes
-87.63233,41.74347,17664,83RD STREET,HOLLAND,EB,NS,24,,CHICAGO,83rd Street & Holland
-87.63211,41.74144,17665,HOLLAND,8400 SOUTH,SB,MB,24,,CHICAGO,8400 S Holland
-87.64775,41.70679,12156,103RD STREET,MORGAN,EB,NS,103,,CHICAGO,103rd Street & Morgan
-87.62296,41.80921,8180,47TH STREET,MICHIGAN,EB,NS,47,,CHICAGO,47th Street & Michigan
-87.78372,41.94575,12610,ADDISON,MOBILE,WB,NS,152,,CHICAGO,Addison & Mobile
-87.75351,41.92421,1269,FULLERTON,LECLAIRE,WB,NS,74,,CHICAGO,Fullerton & Leclaire
-87.72039,41.78604,13088,59TH STREET,SPRINGFIELD,WB,NS,59,,CHICAGO,59th Street & Springfield
-87.58784,41.72237,12021,95TH STREET,1500 EAST (BLACKSTONE),WB,NS,"N5,95,100",N5,CHICAGO,1500 E 95th Street
-87.72707,41.93163,14622,PULASKI,DIVERSEY,SB,FS,53,N53,CHICAGO,Pulaski & Diversey
-87.64770,41.95453,4926,IRVING PARK,PINE GROVE,EB,FS,"80,135,148",,CHICAGO,Irving Park & Pine Grove
-87.65304,41.73584,14778,87TH STREET,RACINE,EB,FS,"24,87",N87,CHICAGO,87th Street & Racine
-87.72778,41.95355,5638,IRVING PARK,PULASKI,EB,NS,80,N53,CHICAGO,Irving Park & Pulaski
-87.58638,41.77138,17656,STONY ISLAND,68TH STREET,SB,FS,28,,CHICAGO,Stony Island & 68th Street
-87.75461,41.87094,15126,LEXINGTON,LARAMIE,EB,FS,57,,CHICAGO,Lexington & Laramie
-87.61675,41.83104,2533,35TH STREET,KING DRIVE,EB,FS,"4,35",,CHICAGO,35th Street & King Drive
-87.68127,41.87754,40,JACKSON,LEAVITT,EB,FS,126,,CHICAGO,Jackson & Leavitt
-87.53543,41.70266,12241,106TH STREET,EWING,EB,NS,100,,CHICAGO,106th Street & Ewing
-87.64273,41.89638,567,CHICAGO,LARRABEE,EB,FS,66,N66,CHICAGO,Chicago & Larrabee
-87.66023,41.80860,8166,47TH STREET,LOOMIS,EB,NS,47,,CHICAGO,47th Street & Loomis
-87.61107,41.83108,2535,35TH STREET,COTTAGE GROVE,EB,NS,4,N4,CHICAGO,35th Street & Cottage Grove
-87.77641,41.94568,9661,AUSTIN,ADDISON,NB,NS,91,,CHICAGO,Austin & Addison
-87.62639,41.81659,2408,STATE,43RD STREET,SB,NS,29,,CHICAGO,State & 43rd Street
-87.69637,41.88089,14612,CALIFORNIA,MADISON,SB,FS,94,,CHICAGO,California & Madison
-87.61569,41.77995,2231,KING DRIVE,63RD STREET,SB,FS,3,,CHICAGO,King Drive & 63rd Street
-87.64126,41.88197,5024,CLINTON,MADISON,SB,NS,"128,192",,CHICAGO,Clinton & Madison
-87.74994,41.95330,5629,IRVING PARK,LAMON,EB,NS,80,,CHICAGO,Irving Park & Lamon
-87.75778,41.88025,396,MADISON,LOCKWOOD (west leg),EB,NS,20,N20,CHICAGO,Madison & Lockwood
-87.80641,41.93099,15383,HARLEM,DIVERSEY,NB,FS,90,,CHICAGO,Harlem & Diversey
-87.77602,41.93506,15539,AUSTIN,WELLINGTON,NB,FS,91,,CHICAGO,Austin & Wellington
-87.66434,41.79025,6186,ASHLAND,57TH STREET,NB,NS,9,N9,CHICAGO,Ashland & 57th Street
-87.65378,41.75651,10916,RACINE,76TH STREET,NB,FS,"44,75",,CHICAGO,Racine & 76th Street
-87.72176,41.90987,880,NORTH AVENUE,HAMLIN (west leg),EB,NS,72,,CHICAGO,North Ave & Hamlin
-87.71547,41.87714,26,JACKSON,CENTRAL PARK,EB,FS,126,,CHICAGO,Jackson & Central Park
-87.67887,41.95404,5660,IRVING PARK,DAMEN/LINCOLN,EB,NS,80,,CHICAGO,Irving Park & Damen/Lincoln
-87.72774,41.77854,3385,63RD STREET,KEELER,EB,NS,63,N63,CHICAGO,63rd Street & Keeler
-87.65658,41.67754,12445,119TH STREET,LOOMIS,EB,NT,119,,CHICAGO,119th Street & Loomis
-87.78595,41.94560,15698,ADDISON,NARRAGANSETT,EB,FS,152,,CHICAGO,Addison & Narragansett
-87.66832,41.75024,2752,79TH STREET,WOOD,EB,NS,79,N79,CHICAGO,79th Street & Wood
-87.67543,41.83033,7661,35TH STREET,DAMEN,EB,NS,35,,CHICAGO,35th Street & Damen
-87.62122,41.69253,2889,111TH STREET,MICHIGAN,EB,NS,111,,CHICAGO,111th Street & Michigan
-87.76992,41.88008,389,MADISON,MENARD,EB,NS,20,N20,CHICAGO,Madison & Menard
-87.64808,41.73588,15789,87TH STREET,MORGAN,EB,FS,"24,87",N87,CHICAGO,87th Street & Morgan
-87.55945,41.70097,6987,TORRENCE,107TH STREET,NB,MT,71,,CHICAGO,Torrence & 107th Street
-87.69942,42.01939,3523,HOWARD,DODGE-CALIFORNIA,WB,NS,97,,EVANSTON,Howard & California/Dodge
-87.62469,41.82380,7755,PERSHING,WABASH,WB,NS,39,,CHICAGO,Pershing & Wabash
-87.69998,42.01211,12078,TOUHY,CALIFORNIA,WB,FS,96,,CHICAGO,Touhy & California
-87.72793,41.77866,14602,63RD STREET,KEELER,WB,FS,63,N63,CHICAGO,63rd Street & Keeler
-87.68417,41.97600,4808,FOSTER,LEAVITT,WB,NS,92,,CHICAGO,Foster & Leavitt
-87.67266,41.73577,9509,87TH STREET,DAMEN/BEVERLY,WB,NS,87,N87,CHICAGO,87th Street & Damen
-87.66248,41.90350,2055,DIVISION,NOBLE,WB,NS,70,,CHICAGO,Division & Noble
-87.66369,41.76861,10106,69TH STREET,ASHLAND,WB,NS,67,,CHICAGO,69th Street & Ashland
-87.70431,41.82802,7809,36TH STREET,KEDZIE,EB,FS,35,,CHICAGO,36th Street & Kedzie
-87.64368,41.90362,2028,DIVISION,LARRABEE,EB,NS,70,,CHICAGO,Division & Larrabee
-87.69886,41.96844,3752,LAWRENCE,CALIFORNIA,EB,NT,81,N81,CHICAGO,Lawrence & California
-87.60980,41.73653,9417,87TH STREET,ST. LAWRENCE,EB,NS,87,,CHICAGO,87th Street & St. Lawrence
-87.68987,41.99038,11455,PETERSON,WESTERN,EB,NS,84,,CHICAGO,Peterson & Western
-87.70283,41.9393,7862,BELMONT,SACRAMENTO,EB,NS,77,N77,CHICAGO,Belmont & Sacramento
-87.72181,41.74189,15884,PULASKI,83RD STREET,SB,FS,53A,,CHICAGO,Pulaski & 83rd Street
-87.64280,41.72135,15026,95TH STREET,HALSTED,EB,FS,"N9,95,112",N9,CHICAGO,95th Street & Halsted
-87.60572,41.78401,15697,61ST STREET,COTTAGE GROVE,EB,FS,59,,CHICAGO,61st Street & Cottage Grove
-87.66747,41.89599,556,CHICAGO,ASHLAND,EB,NS,66,N66,CHICAGO,Chicago & Ashland
-87.65983,41.96894,3769,LAWRENCE,BROADWAY,EB,NS,81,N81,CHICAGO,Lawrence & Broadway
-87.55495,41.70268,12233,106TH STREET,MUSKEGON,EB,NS,"26,100",,CHICAGO,106th Street & Muskegon
-87.66429,41.79361,10528,GARFIELD,ASHLAND,EB,FS,55,N55,CHICAGO,Garfield & Ashland
-87.68521,41.83023,7462,35TH STREET,WESTERN AVENUE,EB,NS,35,,CHICAGO,35th Street & Western Avenue
-87.59181,41.79473,10561,55TH STREET,DORCHESTER,EB,NS,"55,171",N55,CHICAGO,55th Street & Dorchester
-87.60149,41.79471,14033,ELLIS,55TH STREET,SB,FS,"171,172",,CHICAGO,Ellis & 55th Street
-87.58653,41.78808,1513,STONY ISLAND,59TH STREET,NB,FT,"2,6,15,28",,CHICAGO,Stony Island & 59th Street
-87.60361,41.78776,14023,59TH STREET,DREXEL,WB,MB,192,,CHICAGO,59th Street & Drexel
-87.70494,41.83912,3063,KEDZIE,30TH STREET,SB,NS,52,,CHICAGO,Kedzie & 30th Street
-87.74630,41.91884,10223,CICERO,DICKENS,SB,NS,54,,CHICAGO,Cicero & Dickens
-87.67299,41.74116,8802,DAMEN,84TH STREET,SB,NS,48,,CHICAGO,Damen & 84th Street
-87.76649,41.93682,11539,CENTRAL,BARRY,SB,NS,85,,CHICAGO,Central & Barry
-87.62693,41.84348,2392,STATE,28TH STREET,SB,NT,29,,CHICAGO,State & 28th Street
-87.69582,41.86087,4246,CALIFORNIA,OGDEN,SB,FS,94,,CHICAGO,California & Ogden
-87.77206,41.79077,4557,AUSTIN,56TH STREET,SB,NS,55A,,CHICAGO,Austin & 56th Street
-87.68117,41.82885,14136,35TH/ARCHER,ORANGE LINE STATION,SWB,TERM,62,N62,CHICAGO,35th/Archer Orange Line Station
-87.62028,41.66902,7558,MICHIGAN,124TH STREET,SB,NS,34,N34,CHICAGO,Michigan & 124th Street
-87.75295,41.87102,16166,LEXINGTON,LEAMINGTON,EB,FS,57,,CHICAGO,Lexington & Leamington
-87.72172,41.73471,9371,87TH STREET,PULASKI,EB,NS,87,,HOMETOWN,87th Street & Pulaski
-87.72308,41.87341,172,HARRISON,SPRINGFIELD,EB,NS,7,,CHICAGO,Harrison & Springfield
-87.63484,41.83084,7678,35TH STREET,SHIELDS,EB,FT,35,,CHICAGO,35th Street & Shields
-87.68608,41.86280,8245,WESTERN,14TH STREET,SB,FS,"18,49",N49,CHICAGO,Western & 14th Street
-87.63828,41.90473,6719,SEDGWICK,SCOTT,NB,NT,37,,CHICAGO,Sedgwick & Scott
-87.69014,42.01402,1688,WESTERN,CHASE,NB,NS,49B,,CHICAGO,Western & Chase
-87.61692,41.82573,2164,KING DRIVE,38TH STREET,NB,FT,3,,CHICAGO,King Drive & 38th Street
-87.62725,41.86566,2352,STATE,13TH STREET,NB,NS,"29,62",,CHICAGO,State & 13th Street
-87.68414,41.80514,14129,WESTERN,ORANGE LINE STATION,NB,TERM,"49,X49",N9,CHICAGO,Western Orange Line Station
-87.66825,41.93270,15243,ASHLAND,DIVERSEY,NB,FS,"9,X9",,CHICAGO,Ashland & Diversey
-87.60334,41.82421,7744,LAKE PARK,OAKWOOD,NB,NS,39,,CHICAGO,Lake Park & Oakwood
-87.61574,41.80203,1631,51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15,,CHICAGO,51st Street & King Drive
-87.54823,41.75223,7022,S. SHORE DRIVE,79TH STREET,NB,FS,"N5,6,26,71",N5,CHICAGO,S. Shore Drive & 79th Street
-87.64081,41.80887,8171,47TH STREET,WALLACE,EB,NS,47,,CHICAGO,47th Street & Wallace
-87.61547,41.76562,10786,71ST STREET,KING DRIVE,EB,NS,71,,CHICAGO,71st Street & King Drive
-87.61840,41.69257,2890,111TH STREET,INDIANA,EB,NS,111,,CHICAGO,111th Street & Indiana
-87.66177,42.00790,1756,MORSE,SHERIDAN,EB,NS,155,,CHICAGO,Morse & Sheridan
-87.71154,41.90027,11161,HOMAN,GRAND,SB,NS,82,,CHICAGO,Homan & Grand
-87.60593,41.78573,2497,COTTAGE GROVE,60TH STREET,NB,NS,4,N4,CHICAGO,Cottage Grove & 60th Street
-87.66812,41.97321,14790,CLARK,WINNEMAC,SB,FS,22,N22,CHICAGO,Clark & Winnemac
-87.65543,41.83056,15234,35TH STREET,RACINE,EB,FS,35,,CHICAGO,35th Street & Racine
-87.65294,41.95836,5411,BROADWAY,BUENA,NB,NS,36,,CHICAGO,Broadway & Buena
-87.71991,41.85886,15171,16TH STREET,HAMLIN,EB,FS,18,,CHICAGO,16th Street & Hamlin
-87.62195,41.89667,15282,CHICAGO,MIES VAN DER ROHE,EB,NT,"3,26,66",N66,CHICAGO,Chicago & Mies Van Der Rohe
-87.70086,41.87731,32,JACKSON,SACRAMENTO,EB,FS,126,,CHICAGO,Jackson & Sacramento
-87.69876,41.85178,6924,CERMAK,MARSHALL BOULEVARD,EB,FS,21,,CHICAGO,Cermak & Marshall Boulevard
-87.69465,41.99037,11453,PETERSON,ROCKWELL,EB,NS,84,,CHICAGO,Peterson & Rockwell
-87.69355,41.78995,4155,CALIFORNIA,57TH STREET,NB,NS,94,,CHICAGO,California & 57th Street
-87.65517,41.98543,1189,SHERIDAN,HOLLYWOOD,NB,NS,"136,147,151",,CHICAGO,Sheridan & Hollywood
-87.78184,41.96034,11417,MONTROSE,MELVINA,WB,NS,78,,CHICAGO,Montrose & Melvina
-87.67298,41.75029,2665,79TH STREET,DAMEN,WB,NS,79,N79,CHICAGO,79th Street & Damen
-87.65535,41.79421,10599,GARFIELD,RACINE,WB,FS,55,N55,CHICAGO,Garfield & Racine
-87.70239,41.93208,11065,DIVERSEY,SACRAMENTO,WB,NS,76,,CHICAGO,Diversey & Sacramento
-87.65495,41.97143,1045,SHERIDAN,AINSLIE,SB,FS,151,,CHICAGO,Sheridan & Ainslie
-87.66870,41.92112,6013,ASHLAND,WEBSTER,SB,FS,9,,CHICAGO,Ashland & Webster
-87.62759,41.75107,3680,PERRY,79TH STREET,SB,TERM,"8A,24",,CHICAGO,Perry & 79th Street Terminal
-87.71194,41.91021,11156,KIMBALL,NORTH AVENUE,SB,NS,82,,CHICAGO,Kimball & North Ave
-87.62390,41.85251,1599,MICHIGAN,CERMAK,SB,FS,"1,4",N4,CHICAGO,Michigan & Cermak
-87.60592,41.77504,2569,COTTAGE GROVE,MARQUETTE RD,SB,NS,4,,CHICAGO,Cottage Grove & Marquette Rd
-87.70405,41.81432,4498,ARCHER,KEDZIE,SWB,NS,62,N62,CHICAGO,Archer & Kedzie
-87.64798,41.90371,2048,DIVISION,HALSTED,WB,NS,70,,CHICAGO,Division & Halsted
-87.75766,41.97526,4838,FOSTER,LARAMIE,WB,NS,92,,CHICAGO,Foster & Laramie
-87.69717,41.90298,14597,DIVISION,CALIFORNIA,WB,FS,70,,CHICAGO,Division & California
-87.71287,41.86640,359,ROOSEVELT,ST. LOUIS,WB,NS,12,,CHICAGO,Roosevelt & St. Louis
-87.66197,41.70675,12184,103RD STREET,PROSPECT,WB,NS,103,,CHICAGO,103rd Street & Prospect
-87.65501,41.98010,1186,SHERIDAN,BALMORAL,NB,FT,"136,147,151",,CHICAGO,Sheridan & Balmoral
-87.63950,41.94002,1154,SHERIDAN,BELMONT,NB,NS,"134,143",,CHICAGO,Sheridan & Belmont
-87.74510,41.87327,10251,CICERO,HARRISON,SB,NS,54,,CHICAGO,Cicero & Harrison
-87.57916,41.77336,5208,67TH STREET,BENNETT,EB,NS,"N5,6,15,67",N5,CHICAGO,67th Street & Bennett
-87.63280,41.73591,9404,87TH STREET,HOLLAND,EB,NS,87,N87,CHICAGO,87th Street & Holland
-87.77904,41.94568,12490,ADDISON,MEADE,EB,NS,152,,CHICAGO,Addison & Meade
-87.56641,41.75179,17348,79TH STREET,YATES,WB,FS,79,N79,CHICAGO,79th Street & Yates
-87.74058,41.87683,16,JACKSON,KENTON,EB,NT,126,,CHICAGO,Jackson & Kenton
-87.58867,41.76588,10799,71ST STREET,BLACKSTONE,EB,NS,71,,CHICAGO,71st Street & Blackstone
-87.62972,41.75809,10929,75TH STREET,WENTWORTH,EB,NS,75,,CHICAGO,75th Street & Wentworth
-87.78447,41.88815,11722,LAKE STREET,RIDGELAND,EB,FS,86,,OAK PARK,Lake Street & Ridgeland
-87.67683,41.75015,2748,79TH STREET,HAMILTON,EB,NT,79,N79,CHICAGO,79th Street & Hamilton
-87.75442,41.94599,12500,ADDISON,LECLAIRE,EB,MT,152,,CHICAGO,Addison & Leclaire
-87.79612,41.77734,4652,63RD STREET,SAYRE,EB,NS,63W,,CHICAGO,63rd Street & Sayre
-87.66045,41.70666,12149,103RD STREET,CHURCH,EB,NS,103,,CHICAGO,103rd Street & Church
-87.77306,41.86724,9615,FILLMORE,MASON,EB,NS,91,,CHICAGO,Fillmore & Mason
-87.73552,41.96807,3737,LAWRENCE,KILDARE,EB,NS,81,N81,CHICAGO,Lawrence & Kildare
-87.72551,41.78585,12956,59TH STREET,KARLOV,EB,NS,59,,CHICAGO,59th Street & Karlov
-87.71545,41.95371,5644,IRVING PARK,ST. LOUIS,EB,NS,80,,CHICAGO,Irving Park & St. Louis
-87.71056,41.95378,5646,IRVING PARK,SPAULDING,EB,NS,80,,CHICAGO,Irving Park & Spaulding
-87.62081,41.88427,6353,RANDOLPH,COLUMBUS,EB,NT,60,,CHICAGO,Randolph & Columbus
-87.69033,42.05210,14735,EMERSON,ASBURY,EB,NS,93,,EVANSTON,Emerson & Asbury
-87.68934,42.06406,14402,CENTRAL STREET,ASBURY,EB,NS,201,,EVANSTON,Central Street & Asbury
-87.82322,41.96674,9717,LAWRENCE,OPAL,EB,NS,81W,,NORRIDGE,Lawrence & Opal
-87.60606,41.79163,15164,COTTAGE GROVE,57TH STREET,NB,FS,"2,4,192",N4,CHICAGO,Cottage Grove & 57th Street
-87.58606,41.77356,14948,STONY ISLAND,67TH STREET,NB,FS,28,,CHICAGO,Stony Island & 67th Street
-87.72343,41.80776,12937,PULASKI,47TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 47th Street
-87.65716,41.87419,198,HARRISON,RACINE,EB,NS,"7, 755",,CHICAGO,Harrison & Racine
-87.70579,41.87361,14838,HARRISON,KEDZIE,EB,FS,7,,CHICAGO,Harrison & Kedzie
-87.62671,41.84579,14852,STATE,26TH STREET,NB,FS,29,,CHICAGO,State & 26th Street
-87.70304,41.77913,14816,KEDZIE,63RD STREET,NB,FS,"52,52A",,CHICAGO,Kedzie & 63rd Street
-87.64209,41.68677,3642,HALSTED,114TH STREET,NB,NS,"8A,108",,CHICAGO,Halsted & 114th Street
-87.62227,41.77997,3434,63RD STREET,MICHIGAN,EB,NT,63,N63,CHICAGO,63rd Street & Michigan
-87.64875,41.93266,11030,DIVERSEY,HALSTED,EB,FS,76,,CHICAGO,Diversey & Halsted
-87.68316,41.77908,15210,63RD STREET,WESTERN,EB,FS,63,N63,CHICAGO,63rd Street & Western
-87.69802,41.95387,14551,IRVING PARK,CALIFORNIA,EB,FS,80,,CHICAGO,Irving Park & California
-87.75583,41.91323,3826,LARAMIE,BLOOMINGDALE,SB,NS,57,,CHICAGO,Laramie & Bloomingdale
-87.65537,41.98745,1036,SHERIDAN,ARDMORE,SB,NS,"136,147,151",,CHICAGO,Sheridan & Ardmore
-87.74305,41.79829,4607,CICERO,ARCHER,SB,FS,"47,54B,N62",N62,CHICAGO,Cicero & Archer
-87.64784,41.89609,15347,HALSTED,CHICAGO,SB,FS,8,,CHICAGO,Halsted & Chicago
-87.72601,41.88978,9029,PULASKI,FERDINAND,SB,FT,53,N53,CHICAGO,Pulaski & Ferdinand
-87.62649,41.82023,2405,STATE,41ST STREET,SB,NT,29,,CHICAGO,State & 41st Street
-87.68943,41.82307,7804,ARCHER,PERSHING/ROCKWELL,NEB,FS,"39,62",N62,CHICAGO,Archer & Pershing/Rockwell
-87.80710,41.94541,11779,HARLEM,ADDISON,SB,NS,90,,CHICAGO,Harlem & Addison
-87.80684,41.93816,11783,HARLEM,BELMONT,SB,NS,90,,CHICAGO,Harlem & Belmont
-87.76548,41.90025,11591,CENTRAL,THOMAS,NB,NS,85,,CHICAGO,Central & Thomas
-87.69416,41.81002,4165,CALIFORNIA,46TH STREET,NB,NS,94,,CHICAGO,California & 46th Street
-87.61311,41.68719,15107,KING DRIVE,114TH STREET,NB,NS,"111A,115",,CHICAGO,King Drive & 114th Street
-87.55192,41.65901,7316,EXCHANGE,130TH STREET,NB,NS,30,,CHICAGO,Exchange & 130th Street
-87.67832,41.94130,8943,DAMEN,SCHOOL,NB,NS,50,,CHICAGO,Damen & School
-87.64774,41.89345,5788,HALSTED,ERIE,SB,NS,8,,CHICAGO,Halsted & Erie
-87.71021,41.85640,6657,OGDEN,HOMAN,SWB,NS,157,,CHICAGO,Ogden & Homan
-87.72470,41.84418,6308,26TH STREET,PULASKI,EB,NS,60,N60,CHICAGO,26th Street & Pulaski
-87.70200,41.91006,888,NORTH AVENUE,HUMBOLDT,EB,NS,72,,CHICAGO,North Ave & Humboldt
-87.62322,41.69251,2888,111TH STREET,STATE,EB,NS,111,,CHICAGO,111th Street & State
-87.63001,41.77647,6452,WENTWORTH,65TH STREET/ROSS,NB,NT,24,,CHICAGO,Wentworth & 65th Street
-87.63188,41.85095,6487,WENTWORTH,23RD STREET,NB,MT,24,,CHICAGO,Wentworth & 23rd Street
-87.62026,41.88943,5510,COLUMBUS,NORTH WATER/CITYFRONT PLAZA,NB,NS,124,,CHICAGO,Columbus & North Water
-87.63550,41.74545,6435,VINCENNES,82ND STREET,NB,FT,"24,79",,CHICAGO,Vincennes & 82nd Street
-87.78493,41.90956,11738,NARRAGANSETT,NORTH AVENUE,NB,FS,86,,CHICAGO,Narragansett & North Ave
-87.55339,41.75689,7058,S. SHORE DRIVE,77TH STREET,SB,FS,"N5,6,26,71",N5,CHICAGO,S. Shore Drive & 77th Street
-87.69392,41.79741,4279,CALIFORNIA,53RD STREET,SB,NS,94,,CHICAGO,California & 53rd Street
-87.63920,41.92364,1910,CLARK,BELDEN,NB,NS,"22,36",N22,CHICAGO,Clark & Belden
-87.76517,41.89100,11586,CENTRAL,OHIO,NB,NS,85,,CHICAGO,Central & Ohio
-87.65059,41.72118,6420,VINCENNES,95TH STREET,NB,NS,112,,CHICAGO,Vincennes & 95th Street
-87.78573,41.93456,11752,NARRAGANSETT,WELLINGTON,NB,NS,86,,CHICAGO,Narragansett & Wellington
-87.67304,41.75014,8711,DAMEN,79TH STREET,NB,NS,48,,CHICAGO,Damen & 79th Street
-87.62497,41.77316,2296,STATE,MARQUETTE RD,NB,FS,29,,CHICAGO,State & Marquette Rd
-87.57614,41.76276,5305,JEFFERY,73RD STREET,NB,FS,"N5,15",N5,CHICAGO,Jeffery & 73rd Street
-87.60479,41.74025,2472,COTTAGE GROVE,85TH STREET,NB,NS,4,,CHICAGO,Cottage Grove & 85th Street
-87.72221,41.76432,4708,PULASKI,71ST STREET,NB,FS,53A,,CHICAGO,Pulaski & 71st Street
-87.74802,42.01275,15125,CICERO,JARLATH,SB,NS,54A,,LINCOLNWOOD,Cicero & Jarlath
-87.72701,41.92984,14623,PULASKI,SCHUBERT,SB,FS,53,N53,CHICAGO,Pulaski & Schubert
-87.80715,41.97463,8539,HARLEM,FOSTER (south leg),SB,NS,90,,CHICAGO,Harlem & Foster
-87.68799,41.92951,8205,WESTERN,JONES,SB,NT,49,N49,CHICAGO,Western & Logan/Jones
-87.61598,41.79278,2224,KING DRIVE,56TH STREET,SB,FS,3,,CHICAGO,King Drive & 56th Street
-87.61583,41.78737,2227,KING DRIVE,59TH STREET,SB,FS,3,,CHICAGO,King Drive & 59th Street
-87.55157,41.74107,7069,COMMERCIAL,85TH STREET,SB,NS,"N5,26,71",N5,CHICAGO,Commercial & 85th Street
-87.53988,41.67587,7338,AVENUE O,EWING at 12000 SOUTH,NB,NS,30,,CHICAGO,Avenue O & Ewing (12000 South)
-87.62818,41.89900,5389,STATE,DELAWARE,NB,NS,36,,CHICAGO,State & Delaware
-87.62044,41.71988,7623,MICHIGAN,96TH STREET,NB,NS,"34,103,106,119",N34,CHICAGO,Michigan & 96th Street
-87.64426,41.93788,5399,BROADWAY,BARRY (north leg),NB,MT,36,,CHICAGO,Broadway & Barry
-87.68607,41.88109,15364,MADISON,WESTERN,EB,FS,20,N20,CHICAGO,Madison & Western
-87.65428,41.76849,17065,RACINE,69TH STREET,SB,FS,44,,CHICAGO,Racine & 69th Street
-87.64405,41.74706,3683,HALSTED,81ST STREET,SB,NS,8A,,CHICAGO,Halsted & 81st Street
-87.66014,41.98189,5339,BROADWAY,CATALPA,SB,NS,36,,CHICAGO,Broadway & Catalpa
-87.66174,42.00777,1021,SHERIDAN,MORSE,SB,FS,147,0,CHICAGO,Sheridan & Morse
-87.65745,41.70318,12353,VINCENNES,105TH STREET,SB,NS,112,,CHICAGO,Vincennes & 105th Street
-87.62697,41.85261,2343,STATE,CERMAK,NB,NS,29,,CHICAGO,State & Cermak
-87.62072,41.68520,7604,MICHIGAN,115TH STREET,NB,NS,"34,119",N34,CHICAGO,Michigan & 115th Street
-87.63009,41.77972,6454,WENTWORTH,63RD STREET,NB,NS,24,,CHICAGO,Wentworth & 63rd Street
-87.60046,41.75125,2787,79TH STREET,ELLIS,EB,NS,79,N79,CHICAGO,79th Street & Ellis
-87.65984,41.97132,17398,BROADWAY,AINSLIE,SB,FS,36,,CHICAGO,Broadway & Ainslie
-87.64724,41.88444,12757,RANDOLPH,HALSTED,WB,NS,19,,CHICAGO,Randolph & Halsted
-87.63276,41.89303,15526,LASALLE,ONTARIO,SB,FS,156,,CHICAGO,LaSalle & Ontario
-87.67894,42.04784,14403,CHICAGO AVENUE,CHURCH,SB,NS,201,,EVANSTON,Chicago Avenue & Church
-87.74357,41.89497,524,CHICAGO,KILPATRICK,EB,NS,66,,CHICAGO,Chicago & Kilpatrick
-87.71574,41.78598,12960,59TH STREET,LAWNDALE,EB,NS,59,,CHICAGO,59th Street & Lawndale
-87.68677,41.88933,15344,WESTERN,HUBBARD,SB,FS,49,N49,CHICAGO,Western & Hubbard
-87.78138,41.77756,3299,NARRAGANSETT,63RD STREET,SB,FS,55N,,CHICAGO,Narragansett & 63rd Street
-87.76517,41.99643,11643,LEHIGH,CALDWELL,NWB,NS,85A,,CHICAGO,Lehigh & Caldwell
-87.69243,41.97559,14965,LINCOLN,FOSTER,SEB,FS,11,,CHICAGO,Lincoln & Foster
-87.63075,41.87429,15895,CLARK,HARRISON,SB,FS,22,N22,CHICAGO,Clark & Harrison
-87.54027,41.68492,7287,AVENUE O,116TH STREET,SB,NS,30,,CHICAGO,Avenue O & 116th Street
-87.61605,41.79489,2222,KING DRIVE,GARFIELD (north leg),SB,NS,3,,CHICAGO,King Drive & Garfield
-87.63280,41.89463,4958,LASALLE,HURON,SB,FS,156,,CHICAGO,LaSalle & Huron
